movieId,title,genres
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
368,Maverick (1994),Adventure|Comedy|Western
373,Red Rock West (1992),Thriller
377,Speed (1994),Action|Romance|Thriller
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
381,When a Man Loves a Woman (1994),Drama|Romance
388,Boys Life (1995),Drama
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
412,"Age of Innocence, The (1993)",Drama
417,Barcelona (1994),Comedy|Romance
425,Blue Sky (1994),Drama|Romance
428,"Bronx Tale, A (1993)",Drama
431,Carlito's Way (1993),Crime|Drama
440,Dave (1993),Comedy|Romance
441,Dazed and Confused (1993),Comedy
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
448,Fearless (1993),Drama
450,With Honors (1994),Comedy|Drama
452,Widows' Peak (1994),Drama
454,"Firm, The (1993)",Drama|Thriller
456,Fresh (1994),Crime|Drama|Thriller
457,"Fugitive, The (1993)",Thriller
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
471,"Hudsucker Proxy, The (1994)",Comedy
474,In the Line of Fire (1993),Action|Thriller
475,In the Name of the Father (1993),Drama
477,What's Love Got to Do with It? (1993),Drama|Musical
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
481,Kalifornia (1993),Drama|Thriller
482,Killing Zoe (1994),Crime|Drama|Thriller
483,King of the Hill (1993),Drama
490,Malice (1993),Thriller
491,"Man Without a Face, The (1993)",Drama
492,Manhattan Murder Mystery (1993),Comedy|Mystery
493,Menace II Society (1993),Action|Crime|Drama
494,Executive Decision (1996),Action|Adventure|Thriller
497,Much Ado About Nothing (1993),Comedy|Romance
500,Mrs. Doubtfire (1993),Comedy|Drama
501,Naked (1993),Drama
506,Orlando (1992),Drama|Fantasy|Romance
507,"Perfect World, A (1993)",Crime|Drama|Thriller
508,Philadelphia (1993),Drama
509,"Piano, The (1993)",Drama|Romance
514,"Ref, The (1994)",Comedy
515,"Remains of the Day, The (1993)",Drama|Romance
521,Romeo Is Bleeding (1993),Crime|Thriller
522,Romper Stomper (1992),Action|Drama
523,Ruby in Paradise (1993),Drama
524,Rudy (1993),Drama
527,Schindler's List (1993),Drama|War
529,Searching for Bobby Fischer (1993),Drama
531,"Secret Garden, The (1993)",Children|Drama
534,Shadowlands (1993),Drama|Romance
535,Short Cuts (1993),Drama
538,Six Degrees of Separation (1993),Drama
539,Sleepless in Seattle (1993),Comedy|Drama|Romance
541,Blade Runner (1982),Action|Sci-Fi|Thriller
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
553,Tombstone (1993),Action|Drama|Western
555,True Romance (1993),Crime|Thriller
556,"War Room, The (1993)",Documentary
562,Welcome to the Dollhouse (1995),Comedy|Drama
568,Bhaji on the Beach (1993),Comedy|Drama
581,"Celluloid Closet, The (1995)",Documentary
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi
590,Dances with Wolves (1990),Adventure|Drama|Western
592,Batman (1989),Action|Crime|Thriller
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
596,Pinocchio (1940),Animation|Children|Fantasy|Musical
597,Pretty Woman (1990),Comedy|Romance
599,"Wild Bunch, The (1969)",Adventure|Western
602,"Great Day in Harlem, A (1994)",Documentary
608,Fargo (1996),Comedy|Crime|Drama|Thriller
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
613,Jane Eyre (1996),Drama|Romance
615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
616,"Aristocats, The (1970)",Animation|Children
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama
621,My Favorite Season (1993),Drama
627,"Last Supper, The (1995)",Drama|Thriller
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller
632,Land and Freedom (Tierra y libertad) (1995),Drama|War
635,"Family Thing, A (1996)",Comedy|Drama
647,Courage Under Fire (1996),Action|Crime|Drama|War
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
650,Moll Flanders (1996),Drama
659,Purple Noon (Plein soleil) (1960),Crime|Drama|Thriller
663,Kids in the Hall: Brain Candy (1996),Comedy
665,Underground (1995),Comedy|Drama|War
668,Song of the Little Road (Pather Panchali) (1955),Drama
670,"World of Apu, The (Apur Sansar) (1959)",Drama
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
681,Coup de torchon (Clean Slate) (1981),Crime
685,It's My Party (1996),Drama
702,Faces (1968),Drama
705,Cosi (1996),Comedy
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
714,Dead Man (1995),Drama|Mystery|Western
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
728,Cold Comfort Farm (1995),Comedy
733,"Rock, The (1996)",Action|Adventure|Thriller
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
746,Force of Evil (1948),Film-Noir
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
759,Maya Lin: A Strong Clear Vision (1994),Documentary
760,Stalingrad (1993),Drama|War
766,I Shot Andy Warhol (1996),Drama
767,"Grass Harp, The (1995)",Comedy|Drama
778,Trainspotting (1996),Comedy|Crime|Drama
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
781,Stealing Beauty (1996),Drama
799,"Frighteners, The (1996)",Comedy|Horror|Thriller
800,Lone Star (1996),Drama|Mystery|Western
802,Phenomenon (1996),Drama|Romance
803,Walking and Talking (1996),Comedy|Drama|Romance
805,"Time to Kill, A (1996)",Drama|Thriller
824,Kaspar Hauser (1993),Drama|Mystery
831,Stonewall (1995),Drama
832,Ransom (1996),Crime|Thriller
837,Matilda (1996),Children|Comedy|Fantasy
838,Emma (1996),Comedy|Drama|Romance
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror
844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",Drama
846,Flirt (1995),Drama
848,"Spitfire Grill, The (1996)",Drama
850,Cyclo (Xich lo) (1995),Crime|Drama
851,Basquiat (1996),Drama
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama
858,"Godfather, The (1972)",Crime|Drama
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller
866,Bound (1996),Crime|Drama|Romance|Thriller
892,Twelfth Night (1996),Comedy|Drama|Romance
893,Mother Night (1996),Drama
896,Wild Reeds (Les roseaux sauvages) (1994),Drama
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance
899,Singin' in the Rain (1952),Comedy|Musical|Romance
900,"American in Paris, An (1951)",Musical|Romance
901,Funny Face (1957),Comedy|Musical
902,Breakfast at Tiffany's (1961),Drama|Romance
903,Vertigo (1958),Drama|Mystery|Romance|Thriller
904,Rear Window (1954),Mystery|Thriller
905,It Happened One Night (1934),Comedy|Romance
906,Gaslight (1944),Drama|Thriller
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
909,"Apartment, The (1960)",Comedy|Drama|Romance
910,Some Like It Hot (1959),Comedy|Crime
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
912,Casablanca (1942),Drama|Romance
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance
915,Sabrina (1954),Comedy|Romance
916,Roman Holiday (1953),Comedy|Drama|Romance
917,"Little Princess, The (1939)",Children|Drama
918,Meet Me in St. Louis (1944),Musical
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
920,Gone with the Wind (1939),Drama|Romance|War
921,My Favorite Year (1982),Comedy
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
923,Citizen Kane (1941),Drama|Mystery
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
926,All About Eve (1950),Drama
927,"Women, The (1939)",Comedy
928,Rebecca (1940),Drama|Mystery|Romance|Thriller
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller
930,Notorious (1946),Film-Noir|Romance|Thriller
931,Spellbound (1945),Mystery|Romance|Thriller
932,"Affair to Remember, An (1957)",Drama|Romance
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller
934,Father of the Bride (1950),Comedy
935,"Band Wagon, The (1953)",Comedy|Musical
936,Ninotchka (1939),Comedy|Romance
937,Love in the Afternoon (1957),Comedy|Romance
938,Gigi (1958),Musical
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance
941,"Mark of Zorro, The (1940)",Adventure
942,Laura (1944),Crime|Film-Noir|Mystery
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance
944,Lost Horizon (1937),Drama
945,Top Hat (1935),Comedy|Musical|Romance
946,To Be or Not to Be (1942),Comedy|Drama|War
947,My Man Godfrey (1936),Comedy|Romance
948,Giant (1956),Drama|Romance|Western
949,East of Eden (1955),Drama
950,"Thin Man, The (1934)",Comedy|Crime
951,His Girl Friday (1940),Comedy|Romance
952,Around the World in 80 Days (1956),Adventure|Comedy
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
954,Mr. Smith Goes to Washington (1939),Drama
955,Bringing Up Baby (1938),Comedy|Romance
959,Of Human Bondage (1934),Drama
963,"Inspector General, The (1949)",Musical
965,"39 Steps, The (1935)",Drama|Mystery|Thriller
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War
971,Cat on a Hot Tin Roof (1958),Drama
973,Meet John Doe (1941),Comedy|Drama
982,Picnic (1955),Drama
986,Fly Away Home (1996),Adventure|Children
991,Michael Collins (1996),Drama
994,Big Night (1996),Comedy|Drama
1012,Old Yeller (1957),Children|Drama
1013,"Parent Trap, The (1961)",Children|Comedy|Romance
1014,Pollyanna (1960),Children|Comedy|Drama
1017,Swiss Family Robinson (1960),Adventure|Children
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
1029,Dumbo (1941),Animation|Children|Drama|Musical
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama
1034,Freeway (1996),Comedy|Crime|Drama|Thriller
1035,"Sound of Music, The (1965)",Musical|Romance
1036,Die Hard (1988),Action|Crime|Thriller
1041,Secrets & Lies (1996),Drama
1042,That Thing You Do! (1996),Comedy|Drama
1046,Beautiful Thing (1996),Drama|Romance
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller
1049,"Ghost and the Darkness, The (1996)",Action|Adventure
1050,Looking for Richard (1996),Documentary|Drama
1051,Trees Lounge (1996),Drama
1054,Get on the Bus (1996),Drama
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
1060,Swingers (1996),Comedy|Drama
1061,Sleepers (1996),Thriller
1066,Shall We Dance (1937),Comedy|Musical|Romance
1068,Crossfire (1947),Crime|Film-Noir
1069,"Murder, My Sweet (1944)",Crime|Film-Noir|Thriller
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
1076,"Innocents, The (1961)",Drama|Horror|Thriller
1077,Sleeper (1973),Comedy|Sci-Fi
1078,Bananas (1971),Comedy|War
1079,"Fish Called Wanda, A (1988)",Comedy|Crime
1080,Monty Python's Life of Brian (1979),Comedy
1081,Victor/Victoria (1982),Comedy|Musical|Romance
1082,"Candidate, The (1972)",Drama
1083,"Great Race, The (1965)",Comedy|Musical
1084,Bonnie and Clyde (1967),Crime|Drama
1085,"Old Man and the Sea, The (1958)",Adventure|Drama
1086,Dial M for Murder (1954),Crime|Mystery|Thriller
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller
1090,Platoon (1986),Drama|War
1092,Basic Instinct (1992),Crime|Mystery|Thriller
1093,"Doors, The (1991)",Drama
1094,"Crying Game, The (1992)",Drama|Romance|Thriller
1095,Glengarry Glen Ross (1992),Drama
1096,Sophie's Choice (1982),Drama
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy
1101,Top Gun (1986),Action|Romance
1103,Rebel Without a Cause (1955),Drama
1104,"Streetcar Named Desire, A (1951)",Drama
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama
1124,On Golden Pond (1981),Drama
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
1131,Jean de Florette (1986),Drama|Mystery
1132,Manon of the Spring (Manon des sources) (1986),Drama
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1147,When We Were Kings (1996),Documentary
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War
1162,"Ruling Class, The (1972)",Comedy|Drama
1169,American Dream (1990),Documentary
1171,Bob Roberts (1992),Comedy
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
1175,Delicatessen (1991),Comedy|Drama|Romance
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance
1177,Enchanted April (1992),Drama|Romance
1178,Paths of Glory (1957),Drama|War
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir
1180,Hear My Song (1991),Comedy
1183,"English Patient, The (1996)",Drama|Romance|War
1184,Mediterraneo (1991),Comedy|Drama
1185,My Left Foot (1989),Drama
1186,"Sex, Lies, and Videotape (1989)",Drama
1187,Passion Fish (1992),Drama
1188,Strictly Ballroom (1992),Comedy|Romance
1189,"Thin Blue Line, The (1988)",Documentary
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance
1192,Paris Is Burning (1990),Documentary
1193,One Flew Over the Cuckoo's Nest (1975),Drama
1194,Cheech and Chong's Up in Smoke (1978),Comedy
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1199,Brazil (1985),Fantasy|Sci-Fi
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
1202,Withnail & I (1987),Comedy
1203,12 Angry Men (1957),Drama
1204,Lawrence of Arabia (1962),Adventure|Drama|War
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1207,To Kill a Mockingbird (1962),Drama
1208,Apocalypse Now (1979),Action|Drama|War
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
1213,Goodfellas (1990),Crime|Drama
1214,Alien (1979),Horror|Sci-Fi
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance
1217,Ran (1985),Drama|War
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller
1219,Psycho (1960),Crime|Horror
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical
1221,"Godfather: Part II, The (1974)",Crime|Drama
1222,Full Metal Jacket (1987),Drama|War
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
1224,Henry V (1989),Action|Drama|Romance|War
1225,Amadeus (1984),Drama
1226,"Quiet Man, The (1952)",Drama|Romance
1227,Once Upon a Time in America (1984),Crime|Drama
1228,Raging Bull (1980),Drama
1230,Annie Hall (1977),Comedy|Romance
1231,"Right Stuff, The (1983)",Drama
1232,Stalker (1979),Drama|Mystery|Sci-Fi
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War
1234,"Sting, The (1973)",Comedy|Crime
1235,Harold and Maude (1971),Comedy|Drama|Romance
1236,Trust (1990),Comedy|Drama|Romance
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1238,Local Hero (1983),Comedy
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
1242,Glory (1989),Drama|War
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1244,Manhattan (1979),Comedy|Drama|Romance
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
1246,Dead Poets Society (1989),Drama
1247,"Graduate, The (1967)",Comedy|Drama|Romance
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1251,8 1/2 (8½) (1963),Drama|Fantasy
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi
1256,Duck Soup (1933),Comedy|Musical|War
1257,Better Off Dead... (1985),Comedy|Romance
1258,"Shining, The (1980)",Horror
1259,Stand by Me (1986),Adventure|Drama
1260,M (1931),Crime|Film-Noir|Thriller
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War
1263,"Deer Hunter, The (1978)",Drama|War
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller
1265,Groundhog Day (1993),Comedy|Fantasy|Romance
1266,Unforgiven (1992),Drama|Western
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War
1268,Pump Up the Volume (1990),Comedy|Drama
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
